id,SurveyDate,Regular_Hokkaido,High_octane_Hokkaido,light_oil_Hokkaido,Kerosene_Hokkaido
1215,2014/5/26,166.1,176.8,147.8,"1,902"
1216,2014/6/2,166.1,176.8,147.9,"1,902"
1217,2014/6/9,166.9,177.5,148.7,"1,902"
1218,2014/6/16,167,177.7,148.6,"1,903"
1219,2014/6/23,166.4,177.2,148,"1,903"
1220,2014/6/30,168.2,178.9,149.7,"1,907"
1221,2014/7/7,169.3,180,150.7,"1,913"
1222,2014/7/14,169.3,180,150.8,"1,915"
1223,2014/7/22,168.8,179.6,150.4,"1,916"
1224,2014/7/28,168.3,179.1,149.6,"1,914"
1225,2014/8/4,167.7,178.5,148.8,"1,914"
1226,2014/8/11,167.3,178,148.4,"1,913"
1227,2014/8/18,167.2,178,148.3,"1,912"
1228,2014/8/25,167,177.8,148,"1,912"
1229,2014/9/1,166.8,177.6,147.9,"1,909"
1230,2014/9/8,166.5,177.3,147.6,"1,909"
1231,2014/9/16,166.1,176.8,147.5,"1,907"
1232,2014/9/22,165.7,176.5,147.1,"1,906"
1233,2014/9/29,165.3,176,146.7,"1,905"
1234,2014/10/6,164.9,175.7,146.5,"1,895"
1235,2014/10/14,164.4,175.1,145.9,"1,892"
1236,2014/10/20,163.2,173.9,144.8,"1,887"
1237,2014/10/27,161.1,171.9,142.7,"1,863"
1238,2014/11/4,159.6,170.3,141.3,"1,830"
1239,2014/11/10,159.4,170.1,141,"1,825"
1240,2014/11/17,159.1,169.8,140.7,"1,822"
1241,2014/11/25,157.9,168.7,139.6,"1,821"
1242,2014/12/1,157.3,168,139,"1,798"
1243,2014/12/8,156,166.8,137.7,"1,773"
1244,2014/12/15,153,163.7,134.6,"1,731"
1245,2014/12/22,149.7,160.5,131.3,"1,681"
1246,2015/1/5,145.7,156.4,127.5,"1,612"
1247,2015/1/13,142.8,153.5,124.4,"1,559"
1248,2015/1/19,139.2,149.8,120.8,"1,500"
1249,2015/1/26,135.2,145.8,116.7,"1,434"
1250,2015/2/2,132.5,143.3,114,"1,398"
1251,2015/2/9,131.2,142,112.8,"1,376"
1252,2015/2/16,134.1,144.9,115.4,"1,376"
1253,2015/2/23,136.9,147.7,117.8,"1,381"
1254,2015/3/2,139.1,149.9,120,"1,421"
1255,2015/3/9,140.6,151.4,121.7,"1,426"
1256,2015/3/16,140.6,151.4,121.7,"1,426"
1257,2015/3/23,140.1,150.9,121.2,"1,425"
1258,2015/3/30,139,149.8,120.2,"1,424"
1259,2015/4/6,137.2,148,118.2,"1,427"
1260,2015/4/13,136.3,147.1,117.4,"1,426"
1261,2015/4/20,136.4,147.2,117.5,"1,426"
1262,2015/4/27,136.9,147.7,118.1,"1,426"
1263,2015/5/7,137.8,148.6,119,"1,427"
1264,2015/5/11,139,149.9,120.2,"1,427"
1265,2015/5/18,139.5,150.3,120.7,"1,428"
1266,2015/5/25,141.4,152.3,122.5,"1,430"
1267,2015/6/1,142.3,153.1,123.3,"1,433"
1268,2015/6/8,142,152.8,123.1,"1,433"
1269,2015/6/15,143.6,154.4,124.6,"1,435"
1270,2015/6/22,144.9,155.7,125.7,"1,451"
1271,2015/6/29,144.7,155.5,125.5,"1,457"
1272,2015/7/6,144.3,155.1,125.2,"1,459"
1273,2015/7/13,144,154.8,124.8,"1,459"
1274,2015/7/21,143,153.8,123.9,"1,459"
1275,2015/7/27,141.9,152.7,122.8,"1,457"
1276,2015/8/3,139.7,150.5,120.7,"1,439"
1277,2015/8/10,138.3,149.1,119.3,"1,427"
1278,2015/8/17,135.2,146,116.2,"1,420"
1279,2015/8/24,132.2,143,113.4,"1,389"
1280,2015/8/31,130.9,141.8,112,"1,382"
1281,2015/9/7,130,140.9,111,"1,371"
1282,2015/9/14,131.8,142.6,112.6,"1,370"
1283,2015/9/24,133.5,144.3,114,"1,358"
1284,2015/9/28,133.1,144,113.7,"1,353"
1285,2015/10/5,132.2,143.1,112.8,"1,316"
1286,2015/10/13,131.4,142.2,112,"1,305"
1287,2015/10/19,131.8,142.6,112.4,"1,299"
1288,2015/10/26,133.6,144.4,114.1,"1,298"
1289,2015/11/2,131.7,142.5,112.3,"1,278"
1290,2015/11/9,131.3,142.1,111.9,"1,272"
1291,2015/11/16,130.6,141.4,111.3,"1,267"
1292,2015/11/24,128.3,139.1,109.4,"1,264"
1293,2015/11/30,126.6,137.4,108.2,"1,260"
1294,2015/12/7,125.2,136.1,107.5,"1,257"
1295,2015/12/14,124.1,135,106.7,"1,236"
1296,2015/12/21,121.5,132.2,104.3,"1,199"
1297,2016/1/4,118.4,129.3,101.9,"1,152"
1298,2016/1/12,116.8,127.6,100.6,"1,133"
1299,2016/1/18,115.1,126,99.2,"1,090"
1300,2016/1/25,112.4,123.3,96.9,"1,068"
1301,2016/2/1,110.2,121,94.9,"1,058"
1302,2016/2/8,110.8,121.7,95.3,"1,064"
1303,2016/2/15,111.5,122.3,95.9,"1,061"
1304,2016/2/22,109.6,120.4,94.2,"1,056"
1305,2016/2/29,109.8,120.6,94.5,"1,055"
1306,2016/3/7,110.6,121.4,95.2,"1,056"
1307,2016/3/14,112.1,123,96.6,"1,057"
1308,2016/3/22,113.1,123.9,97.4,"1,057"
1309,2016/3/28,112.9,123.7,97.1,"1,056"
1310,2016/4/4,114.6,125.5,98.5,"1,056"
1311,2016/4/11,115.6,126.5,99.1,"1,056"
1312,2016/4/18,115.5,126.3,98.6,"1,057"
1313,2016/4/25,115.4,126.2,98.6,"1,056"
1314,2016/5/2,115.1,125.9,98.3,"1,055"
1315,2016/5/9,116.6,127.4,99.7,"1,054"
1316,2016/5/16,118.5,129.3,101.1,"1,055"
1317,2016/5/23,118.3,129.1,101,"1,055"
1318,2016/5/30,118.2,129,100.9,"1,053"
1319,2016/6/6,120.4,131.2,102.8,"1,065"
1320,2016/6/13,121.9,132.7,104.3,"1,080"
1321,2016/6/20,121.6,132.3,103.7,"1,091"
1322,2016/6/27,121.3,132.2,103.4,"1,112"
1323,2016/7/4,120.9,131.6,103.3,"1,116"
1324,2016/7/11,120.4,131.2,102.8,"1,115"
1325,2016/7/19,119.7,130.5,102.2,"1,115"
1326,2016/7/25,119.1,130,101.8,"1,116"
1327,2016/8/1,118.9,129.7,101.7,"1,115"
1328,2016/8/8,119.2,130.1,101.8,"1,116"
1329,2016/8/15,118.5,129.3,101.1,"1,117"
1330,2016/8/22,118.7,129.6,101.4,"1,117"
1331,2016/8/29,119.8,130.6,102.6,"1,117"
1332,2016/9/5,122.1,133,104,"1,117"
1333,2016/9/12,121.7,132.6,103.6,"1,116"
1334,2016/9/20,121.2,132,103.2,"1,116"
1335,2016/9/26,120.8,131.7,102.7,"1,098"
1336,2016/10/3,119.7,130.6,101.8,"1,093"
1337,2016/10/11,120.5,131.3,102.7,"1,097"
1338,2016/10/17,123.8,134.6,105.7,"1,099"
1339,2016/10/24,126,136.9,107.4,"1,102"
1340,2016/10/31,126.3,137.1,107.5,"1,106"
1341,2016/11/7,125.6,136.5,106.9,"1,136"
1342,2016/11/14,124.9,135.8,106.4,"1,138"
1343,2016/11/21,124,134.8,105.9,"1,138"
1344,2016/11/28,123.1,134,105.1,"1,140"
1345,2016/12/5,123.6,134.4,105.3,"1,188"
1346,2016/12/12,125.7,136.6,107.7,"1,250"
1347,2016/12/19,128.4,139.2,110.4,"1,329"
1348,2016/12/26,130.7,141.5,112.5,"1,354"
1349,2017/1/10,129.6,140.4,111.2,"1,404"
1350,2017/1/16,130,140.9,112.1,"1,420"
1351,2017/1/23,131.1,142,113.1,"1,423"
1352,2017/1/30,130.5,141.4,112.4,"1,424"
1353,2017/2/6,129.4,140.3,111.5,"1,423"
1354,2017/2/13,128.6,139.5,110.7,"1,423"
1355,2017/2/20,128.4,139.3,110.7,"1,418"
1356,2017/2/27,128.4,139.3,110.8,"1,415"
1357,2017/3/6,130.4,141.3,112.5,"1,399"
1358,2017/3/13,132.7,143.5,114.6,"1,396"
1359,2017/3/21,133.3,144.3,115,"1,396"
1360,2017/3/27,133.2,144.1,115,"1,395"
1361,2017/4/3,133.9,144,116.1,"1,396"
1362,2017/4/10,133.4,143.4,115.5,"1,399"
1363,2017/4/17,133.7,143.8,115.9,"1,399"
1364,2017/4/24,134.8,144.9,116.9,"1,398"
1365,2017/5/1,133.8,143.9,115.9,"1,399"
1366,2017/5/8,132.4,142.6,114.5,"1,397"
1367,2017/5/15,132.7,143,115,"1,398"
1368,2017/5/22,132.7,142.9,114.9,"1,397"
1369,2017/5/29,132.2,142.4,114.7,"1,397"
1370,2017/6/5,132.1,142.3,114.6,"1,396"
1371,2017/6/12,132.3,142.6,114.7,"1,395"
1372,2017/6/19,131.7,141.9,113.9,"1,385"
1373,2017/6/26,131.4,141.5,113.9,"1,371"
1374,2017/7/3,131.1,141.3,113.6,"1,364"
1375,2017/7/10,130.7,140.9,113.2,"1,365"
1376,2017/7/18,131.1,141.3,113.7,"1,358"
1377,2017/7/24,132.5,142.8,114.9,"1,359"
1378,2017/7/31,131.7,142,114.1,"1,359"
1379,2017/8/7,131.9,142.2,114.3,"1,356"
1380,2017/8/14,131.7,142,114.2,"1,355"
1381,2017/8/21,131,141.2,113.3,"1,357"
1382,2017/8/28,131.4,141.7,113.9,"1,356"
1383,2017/9/4,131.5,141.8,113.9,"1,356"
1384,2017/9/11,130.7,140.9,113.2,"1,355"
1385,2017/9/19,130.2,140.4,112.7,"1,357"
1386,2017/9/25,130,140.2,112.4,"1,353"
1387,2017/10/2,131.8,142,114.2,"1,358"
1388,2017/10/10,134.5,144.8,116.6,"1,368"
1389,2017/10/16,135.2,145.6,117.3,"1,375"
1390,2017/10/23,135.6,145.9,117.6,"1,406"
1391,2017/10/30,135.7,146,117.8,"1,415"
1392,2017/11/6,135.9,146.2,117.9,"1,418"
1393,2017/11/13,137.8,148.2,119.9,"1,438"
1394,2017/11/20,140.5,151,122.5,"1,456"
1395,2017/11/27,141.8,152.2,123.9,"1,489"
1396,2017/12/4,142.5,152.9,124.5,"1,516"
1397,2017/12/11,142.6,152.9,124.5,"1,549"
1398,2017/12/18,142.5,152.8,124.5,"1,550"
1399,2017/12/25,142.4,152.7,124.4,"1,551"
1400,2018/1/9,142.4,152.8,124.4,"1,554"
1401,2018/1/15,143.9,154.2,125.9,"1,572"
1402,2018/1/22,146.3,156.9,128.4,"1,583"
1403,2018/1/29,146.4,156.8,128.3,"1,587"
1404,2018/2/5,146,156.4,128,"1,616"
1405,2018/2/13,145.5,155.9,127.6,"1,616"
1406,2018/2/19,145.4,155.7,127.4,"1,616"
1407,2018/2/26,145.2,155.5,127.3,"1,616"
1408,2018/3/5,144.4,154.7,126.7,"1,615"
1409,2018/3/12,144.4,154.6,126.7,"1,616"
1410,2018/3/19,144,154.2,126.4,"1,614"
1411,2018/3/26,143.8,154,126.2,"1,615"
1412,2018/4/2,144.1,154.3,126.6,"1,611"
1413,2018/4/9,144.7,155,127.1,"1,609"
1414,2018/4/16,144.7,155,127.1,"1,609"
1415,2018/4/23,145.8,156.1,128.2,"1,605"
1416,2018/5/1,145.9,156.2,128.2,"1,608"
1417,2018/5/7,145.6,155.9,127.9,"1,608"
1418,2018/5/14,147,157.3,129.3,"1,616"
1419,2018/5/21,149.7,160.1,132,"1,622"
1420,2018/5/28,151.3,161.8,133.6,"1,639"
1421,2018/6/4,153.4,163.9,136,"1,668"
1422,2018/6/11,153.2,163.6,135.7,"1,704"
1423,2018/6/18,153.2,163.6,135.7,"1,715"
1424,2018/6/25,152.9,163.3,135.4,"1,718"
1425,2018/7/2,153.1,163.4,135.6,"1,718"
1426,2018/7/9,153.1,163.5,135.7,"1,718"
1427,2018/7/17,153.3,163.8,136,"1,720"
1428,2018/7/23,153,163.4,135.6,"1,721"
1429,2018/7/30,153,163.4,135.6,"1,722"
1430,2018/8/6,152.7,163.1,135.3,"1,721"
1431,2018/8/13,152.5,163,134.8,"1,722"
1432,2018/8/20,151.9,162.2,134.5,"1,722"
1433,2018/8/27,151.3,161.8,133.7,"1,721"
1434,2018/9/3,151.9,162.2,134.5,"1,723"
1435,2018/9/10,152.2,162.5,134.7,"1,723"
1436,2018/9/18,152,162.4,134.7,"1,723"
1437,2018/9/25,154.8,165.2,137.4,"1,726"
1438,2018/10/1,155.7,166.2,138.4,"1,728"
1439,2018/10/9,157.7,168.2,140.3,"1,745"
1440,2018/10/15,160.6,171.1,143.3,"1,800"
1441,2018/10/22,161.5,172,144.2,"1,819"
1442,2018/10/29,161.1,171.6,143.8,"1,817"
1443,2018/11/5,159.3,169.7,142,"1,821"
1444,2018/11/12,157.3,167.6,140.2,"1,818"
1445,2018/11/19,155.8,166,138.7,"1,815"
1446,2018/11/26,153.9,164.1,137,"1,812"
1447,2018/12/3,149.6,159.5,132.6,"1,735"
1448,2018/12/10,147.4,157.2,130.5,"1,726"
1449,2018/12/17,145.5,155.2,128.9,"1,722"
1450,2018/12/25,144.7,154.3,128.1,"1,719"
1451,2019/1/7,140.1,150,123.8,"1,638"
1452,2019/1/15,139.3,149.1,122.9,"1,629"
1453,2019/1/21,140.5,150.4,124.2,"1,622"
1454,2019/1/28,141.8,151.7,125.2,"1,625"
1455,2019/2/4,141.6,151.5,125.2,"1,625"
1456,2019/2/12,141.1,151,124.8,"1,623"
1457,2019/2/18,141.3,151.2,124.7,"1,625"
1458,2019/2/25,143.1,153.1,126.5,"1,626"
1459,2019/3/4,146.4,156.6,129.7,"1,628"
1460,2019/3/11,145.4,155.5,128.6,"1,633"
1461,2019/3/18,144.8,154.9,128.2,"1,633"
1462,2019/3/25,145.8,156,129.2,"1,631"
1463,2019/4/1,147.2,157.3,130.5,"1,635"
1464,2019/4/8,146.6,156.7,130,"1,632"
1465,2019/4/15,147.8,158,131.2,"1,657"
1466,2019/4/22,148.7,158.9,132,"1,667"
1467,2019/5/7,148.9,159.1,132.3,"1,679"
1468,2019/5/13,149.3,159.4,132.6,"1,683"
1469,2019/5/20,149.8,159.9,133,"1,683"
1470,2019/5/27,149.1,159.2,132.4,"1,682"
1471,2019/6/3,148,158,131.4,"1,680"
1472,2019/6/10,146.6,156.5,130,"1,682"
1473,2019/6/17,144.8,154.6,128.3,"1,676"
1474,2019/6/24,143.1,152.8,126.6,"1,669"
1475,2019/7/1,142.3,152.5,125.8,"1,669"
1476,2019/7/8,144,154.2,127.7,"1,666"
1477,2019/7/16,144.4,154.6,127.9,"1,668"
1478,2019/7/22,144.2,154.4,127.8,"1,666"
1479,2019/7/29,144.9,155.3,128.4,"1,667"
1480,2019/8/5,144.2,154.6,127.7,"1,665"
1481,2019/8/13,142.7,153.4,125.9,"1,660"
1482,2019/8/19,141.5,151.7,125.3,"1,665"
1483,2019/8/26,141.1,151.3,125,"1,664"
1484,2019/9/2,142.2,152.4,125.8,"1,664"
1485,2019/9/9,142.1,152.3,125.7,"1,663"
1486,2019/9/17,141.7,151.9,125.4,"1,659"
1487,2019/9/24,141.9,152.1,125.5,"1,658"
1488,2019/9/30,144.8,155.2,128.2,"1,659"
1489,2019/10/7,148.2,159.1,131.3,"1,671"
1490,2019/10/15,146.4,157.4,129.6,"1,667"
1491,2019/10/21,146.2,157,129.5,"1,677"
1492,2019/10/28,146.2,157,129.5,"1,677"
1493,2019/11/5,147.3,158.1,130.5,"1,676"
1494,2019/11/11,147.9,158.7,130.9,"1,676"
1495,2019/11/18,147.2,158.1,130.2,"1,676"
1496,2019/11/25,147.2,158,130.2,"1,678"
1497,2019/12/2,147.3,158.1,130.3,"1,677"
1498,2019/12/9,147.6,158.4,130.6,"1,677"
1499,2019/12/16,148.4,159.3,131.4,"1,679"
1500,2019/12/23,148.9,159.8,131.9,"1,681"
1501,2020/1/6,150.3,161.7,132.7,"1,688"
1502,2020/1/14,151.4,162.3,134.4,"1,693"
1503,2020/1/20,151.4,162.3,134.4,"1,734"
1504,2020/1/27,151.4,162.3,134.5,"1,749"
1505,2020/2/3,150.4,161.3,133.6,"1,757"
1506,2020/2/10,149.8,160.6,133.2,"1,757"
1507,2020/2/17,147.8,158.5,131.3,"1,732"
1508,2020/2/25,146.4,156.9,129.7,"1,704"
1509,2020/3/2,146.7,157.4,129.8,"1,697"
1510,2020/3/9,145.7,156.4,128.9,"1,695"
1511,2020/3/16,141.4,152,124.8,"1,686"
1512,2020/3/23,134.1,144.5,117.5,"1,563"
1513,2020/3/30,130.3,140.3,113.6,"1,535"
1514,2020/4/6,125.2,135.8,108.8,"1,443"
1515,2020/4/13,123,133.6,106.9,"1,404"
1516,2020/4/20,122.5,132.9,106.3,"1,364"
1517,2020/4/27,121.7,132.1,105.4,"1,330"
1518,2020/5/11,114.8,125.1,97.9,"1,299"
1519,2020/5/18,118.7,129.3,101.8,"1,257"
1520,2020/5/25,121.2,131.9,104.3,"1,239"
1521,2020/6/1,124.4,135.3,107.4,"1,238"
1522,2020/6/8,125,136,108,"1,242"
1523,2020/6/15,127.1,138.1,109.9,"1,242"
1524,2020/6/22,127.4,138.7,110,"1,241"
1525,2020/6/29,127.3,138.3,110.2,"1,241"
1526,2020/7/6,127.2,138.1,110.1,"1,238"
1527,2020/7/13,127.8,138.7,110.7,"1,242"
1528,2020/7/20,129.9,140.7,112.9,"1,243"
1529,2020/7/27,129.9,140.8,112.8,"1,244"
1530,2020/8/3,132.9,143.9,115.7,"1,369"
1531,2020/8/11,134.1,145,117,"1,396"
1532,2020/8/17,132.3,143.5,115.4,"1,398"
1533,2020/8/24,132,143.1,115.2,"1,398"
1534,2020/8/31,130.9,142,114.1,"1,402"
1535,2020/9/7,132.2,143.3,115.4,"1,402"
1536,2020/9/14,134.1,145,117.2,"1,404"
1537,2020/9/23,132.7,143.5,115.8,"1,405"
1538,2020/9/28,132.8,143.7,116,"1,404"
1539,2020/10/5,133.7,144.5,116.7,"1,402"
1540,2020/10/12,133,143.8,116,"1,401"
1541,2020/10/19,133,143.7,116,"1,400"
1542,2020/10/26,132.9,143.6,115.8,"1,399"
1543,2020/11/2,132.6,143.3,115.3,"1,401"
1544,2020/11/9,132.2,142.9,114.9,"1,403"
1545,2020/11/16,131.8,142.6,114.6,"1,403"
1546,2020/11/24,133.6,144.5,116.5,"1,404"
1547,2020/11/30,133.6,144.5,116.5,"1,404"
1548,2020/12/7,134.8,145.7,117.6,"1,404"
1549,2020/12/14,135.1,146,118,"1,404"
1550,2020/12/21,135.4,146.3,118.3,"1,408"
1551,2021/1/4,136.6,147.8,119.4,"1,415"
1552,2021/1/12,136.3,147.1,119.2,"1,416"
1553,2021/1/18,137.8,148.7,120.6,"1,427"
1554,2021/1/25,139.3,150.3,122.3,"1,438"
1555,2021/2/1,139.1,150.1,122,"1,480"
1556,2021/2/8,139.3,150.3,122.2,"1,486"
1557,2021/2/15,140.8,151.8,123.7,"1,496"
1558,2021/2/22,144.1,155.2,126.9,"1,512"
1559,2021/3/1,145,156.1,127.8,"1,568"
1560,2021/3/8,147,158.3,129.9,"1,580"
1561,2021/3/15,147.8,159,130.7,"1,589"
1562,2021/3/22,150.5,161.8,133.5,"1,602"
1563,2021/3/29,150.7,162,133.6,"1,608"
1564,2021/4/5,150,161.1,133.1,"1,658"
1565,2021/4/12,149.5,160.6,132.6,"1,663"
1566,2021/4/19,148.7,159.7,131.6,"1,668"
1567,2021/4/26,148.1,159.4,130.8,"1,669"
1568,2021/5/10,147.6,158.4,130.6,"1,667"
1569,2021/5/17,148.5,159.4,131.7,"1,678"
1570,2021/5/24,148.7,159.9,131.3,"1,673"
1571,2021/5/31,148.6,159.5,131.5,"1,673"
1572,2021/6/7,148.5,159.8,131,"1,675"
1573,2021/6/14,150.9,161.9,133.6,"1,679"
1574,2021/6/21,151.5,162.4,134.3,"1,682"
1575,2021/6/28,152.3,163.4,135,"1,687"
1576,2021/7/5,155.1,166.1,137.9,"1,732"
1577,2021/7/12,156.3,167.3,139.2,"1,740"
1578,2021/7/19,156.6,167.7,139.5,"1,742"
1579,2021/7/26,157,168.1,139.9,"1,746"
1580,2021/8/2,156.7,167.7,139.5,"1,742"
1581,2021/8/10,156.9,167.9,139.7,"1,742"
1582,2021/8/16,156.6,167.7,139.2,"1,746"
1583,2021/8/23,156.2,167.1,138.8,"1,745"
1584,2021/8/30,155.6,166.5,138.3,"1,745"
1585,2021/9/6,155.7,166.6,138.4,"1,747"
1586,2021/9/13,157,167.9,139.6,"1,749"
1587,2021/9/21,157.2,168.3,140.1,"1,748"
1588,2021/9/27,157.4,168.4,140.1,"1,748"
1589,2021/10/4,159.5,170.7,142.3,"1,764"
1590,2021/10/11,161.4,172.6,144.2,"1,787"
1591,2021/10/18,164.1,175.3,146.9,"1,825"
1592,2021/10/25,167,178.4,149.8,"1,841"
1593,2021/11/1,168.6,180,151.6,"1,916"
1594,2021/11/8,168.3,179.7,151.4,"1,933"
1595,2021/11/15,168.1,179.2,151.1,"1,990"
1596,2021/11/22,168,179.1,150.9,"2,006"
1597,2021/11/29,167.9,179.3,150.5,"2,008"
1598,2021/12/6,166.5,177.6,149.5,"2,006"
1599,2021/12/13,163,173.9,146,"1,998"
1600,2021/12/20,163.1,174,146.1,"1,997"
1601,2022/1/4,161.5,172.7,144,"1,972"
1602,2022/1/11,163.3,174.4,145.9,"1,955"
1603,2022/1/17,166.2,177.4,148.7,"1,952"
1604,2022/1/24,168.7,179.8,151.4,"1,969"
1605,2022/1/31,168.5,179.6,151.1,"1,974"
1606,2022/2/7,170.1,181.3,152.6,"2,010"
1607,2022/2/14,170.6,181.8,153.5,"2,023"
1608,2022/2/21,170.5,182.1,152.8,"2,021"
1609,2022/2/28,172.4,183.7,155.2,"2,034"
1610,2022/3/7,174.9,186.2,157.7,"2,103"
1611,2022/3/14,175.6,187,158.4,"2,110"
1612,2022/3/22,174.6,185.8,157.5,"2,141"
1613,2022/3/28,173.4,184.6,156.4,"2,142"
1614,2022/4/4,173.4,184.6,156.4,"2,152"
1615,2022/4/11,172.8,183.9,155.8,"2,147"
1616,2022/4/18,171.7,183,154.4,"2,152"
1617,2022/4/25,171.3,182.3,154.2,"2,151"
1618,2022/5/9,168,178.8,151.1,"2,149"
1619,2022/5/16,167.3,178,150.3,"2,145"
1620,2022/5/23,167,178.1,149.8,"2,139"
1621,2022/5/30,166.6,177.4,149.5,"2,138"
1622,2022/6/6,168.8,179.6,151.9,"2,137"
1623,2022/6/13,169.6,180.8,152.3,"2,135"
1624,2022/6/20,171.9,183.2,154.5,"2,141"
1625,2022/6/27,173.8,185,156.6,"2,151"
1626,2022/7/4,172.3,183.3,155.2,"2,147"
1627,2022/7/11,171,181.9,153.9,"2,148"
1628,2022/7/19,169.4,180.2,152.4,"2,148"
1629,2022/7/25,167.5,178.4,150.1,"2,145"
1630,2022/8/1,166.3,177.4,149,"2,142"
1631,2022/8/8,167.2,178,150.4,"2,146"
1632,2022/8/15,166.5,177.3,149.6,"2,147"
1633,2022/8/22,166.1,176.8,149.4,"2,143"
1634,2022/8/29,165.3,175.9,148.4,"2,148"
1635,2022/9/5,166.7,177.5,149.8,"2,145"
1636,2022/9/12,168.1,178.9,151.2,"2,149"
1637,2022/9/20,166.5,177.4,149.5,"2,144"
1638,2022/9/26,166.4,177.1,149.5,"2,141"
1639,2022/10/3,165.4,176,148.6,"2,145"
1640,2022/10/11,165.2,175.9,148.3,"2,146"
1641,2022/10/17,166,176.6,148.8,"2,141"
1642,2022/10/24,166.9,177.6,149.9,"2,141"
1643,2022/10/31,166.9,177.5,150,"2,144"
1644,2022/11/7,166.6,177.3,149.7,"2,140"
1645,2022/11/14,166.3,176.9,149.3,"2,140"
1646,2022/11/21,165.8,176.5,148.9,"2,137"
1647,2022/11/28,165.4,176,148.4,"2,140"
1648,2022/12/5,166.5,177.3,149.7,"2,089"
1649,2022/12/12,166.4,177.1,149.6,"2,088"
1650,2022/12/19,166.5,177.2,149.7,"2,085"
1651,2022/12/26,166.6,177.3,149.8,"2,086"
1652,2023/1/10,167,177.8,150,"2,056"
1653,2023/1/16,166.1,177.2,148.8,"2,047"
1654,2023/1/23,166.6,177.4,149.5,"2,051"
1655,2023/1/30,166.2,177.3,148.9,"2,046"
1656,2023/2/6,165.9,176.6,148.9,"2,048"
1657,2023/2/13,165.6,176.3,148.7,"2,048"
1658,2023/2/20,166.3,177,149.3,"2,045"
1659,2023/2/27,166.3,177,149.4,"2,046"
1660,2023/3/6,166.1,177,149.1,"2,044"
1661,2023/3/13,166,176.9,149,"2,036"
1662,2023/3/20,166.5,177.5,149.5,"2,037"
1663,2023/3/27,167.3,178.3,150.3,"2,040"
1664,2023/4/3,167.8,178.8,150.9,"2,033"
1665,2023/4/10,167.4,178.7,150.2,"2,029"
1666,2023/4/17,167.8,178.8,150.8,"2,034"
1667,2023/4/24,167.4,178.5,150.5,"2,029"
1668,2023/5/8,166.5,177.4,149.4,"2,029"
1669,2023/5/15,167,178,149.9,"2,034"
1670,2023/5/22,167.5,178.6,150.3,"2,031"
1671,2023/5/29,167.2,178.3,150.1,"2,035"
1672,2023/6/5,167.1,178.3,149.9,"2,030"
1673,2023/6/12,167,178.1,149.9,"2,033"
1674,2023/6/19,166.8,178,149.5,"2,033"
1675,2023/6/26,167.3,178.4,150.1,"2,058"
1676,2023/7/3,169.7,180.9,152.5,"2,063"
1677,2023/7/10,171,182,153.9,"2,071"
1678,2023/7/18,171.8,182.9,154.7,"2,071"
1679,2023/7/24,173.5,184.7,156.2,"2,090"
1680,2023/7/31,175,186.4,157.9,"2,101"
1681,2023/8/7,178.5,189.9,161.3,"2,106"
1682,2023/8/14,180.9,192.5,163.2,"2,127"
1683,2023/8/21,182.1,193.3,164.9,"2,165"
1684,2023/8/28,183.3,194.8,166,"2,182"
1685,2023/9/4,184.3,195.7,166.7,"2,254"
1686,2023/9/11,182.2,193.4,164.9,"2,263"
1687,2023/9/19,177.6,188.5,160.2,"2,257"
1688,2023/9/25,175.1,185.8,157.7,"2,247"
1689,2023/10/2,172.5,183.5,155.2,"2,249"
1690,2023/10/10,169.5,180.7,151.9,"2,222"
1691,2023/10/16,167.9,178.9,150.6,"2,219"
1692,2023/10/23,167.9,178.9,150.8,"2,212"
1693,2023/10/30,169,180,151.7,"2,209"
1694,2023/11/6,168.5,179.5,151,"2,119"
1695,2023/11/13,169.8,180.9,152.3,"2,100"
1696,2023/11/20,169.7,180.8,152.3,"2,095"
1697,2023/11/27,170.7,181.9,153.3,"2,098"
1698,2023/12/4,172.6,183.9,155.2,"2,100"
1699,2023/12/11,173,184.4,155.6,"2,109"
1700,2023/12/18,174.2,185.7,156.5,"2,100"
1701,2023/12/25,174,185.2,156.7,"2,111"
1702,2024/1/9,174.7,185.9,157.3,"2,110"
1703,2024/1/15,174.2,185.8,156.3,"2,097"
1704,2024/1/22,174.2,185.5,156.9,"2,139"
1705,2024/1/29,174.1,185.2,156.7,"2,153"
1706,2024/2/5,174.3,185.5,157,"2,151"
1707,2024/2/13,174.5,185.8,157.2,"2,151"
1708,2024/2/19,174.2,185.6,156.6,"2,147"
1709,2024/2/26,174,185.3,156.9,"2,153"
1710,2024/3/4,174.5,185.9,157.5,"2,154"
1711,2024/3/11,173.6,184.9,156.5,"2,145"
1712,2024/3/18,174.5,185.7,157.3,"2,150"
1713,2024/3/25,174.3,185.7,157.1,"2,144"
1714,2024/4/1,174.7,186.2,157.5,"2,127"
1715,2024/4/8,174.4,186,157,"2,129"
1716,2024/4/15,174.8,186.2,157.6,"2,135"
1717,2024/4/22,174.8,186.2,157.1,"2,134"
1718,2024/4/30,173.1,184.6,155.5,"2,133"
1719,2024/5/7,171.7,183,154.5,"2,135"
1720,2024/5/13,171.6,182.9,154.3,"2,136"
1721,2024/5/20,172.1,183.4,154.9,"2,136"
1722,2024/5/27,174.1,185.4,156.8,"2,136"
1723,2024/6/3,173.3,184.6,156.1,"2,136"
